product_name,price,manufacture_date,entry_date,expiry_date,stock,type,imgList,species,dosage_use,side_effect
NUVITA GEL Nutritional Gel for Dogs and Cats - 120g,-31289,2022-08-21,2025-09-22,2028-06-13,161,accessory,"['https://salt.tikicdn.com/ts/product/a9/e8/8d/a8aceca1edf7bd5fd41bd9433f2ffb89.jpg', 'https://salt.tikicdn.com/ts/product/28/28/4b/eabb284ad20020bd85c6cd144af5ffbd.jpg']",cate,"Apply externally only, avoid contact with eyes.",Slight redness or irritation may appear.
Fungikur Good Anti-Fungal Spray for Dogs and Cats 50ml,58200,2022-06-08,2025-04-20,2028-12-22,198,accessory,"['https://salt.tikicdn.com/ts/product/8e/2f/dd/26894934faedf9e3c4b3988b909a66f3.jpg', 'https://salt.tikicdn.com/ts/product/2f/89/af/9853ace6eae865c860d2219104b30a2c.jpg', 'https://salt.tikicdn.com/ts/product/35/81/bb/f1e92c0368dbff32f5e59e68fac0af74.png']",cate,Use 1 capsule daily after meals.,Temporary fatigue during early use.
Small Ticks and Fleas Frontline Plus for Cats Over 2 Months,-190111,2024-03-10,2025-05-29,2027-12-06,97,accessory,"['https://salt.tikicdn.com/ts/product/50/32/e9/08c20a416d43c5fc1ccd8fc3dae55e4a.png', 'https://salt.tikicdn.com/ts/product/2b/5f/2b/06beebfb82fc898d6e3963c3f7212f3a.png', 'https://salt.tikicdn.com/ts/product/7c/37/11/536046d4e7b9f12443d7ceceeb42b43e.png']",dog,Spray directly onto the surface and let dry.,Minor skin peeling after prolonged use.
Fronil Spot - Small tick and flea ticks for DOGS,8847,2023-12-31,2024-10-31,2028-04-07,59,accessory,['https://salt.tikicdn.com/media/catalog/product/b/i/bio-gentadrop-10ml--2-.u2409.d20171024.t161026.251711.jpg'],bird,Take one dose every 12 hours.,Occasional nausea in sensitive individuals.
"Hanvet Hantox Spray for Dogs, Cats, Scabies, and Fleas (100ml)",-7286,2023-05-04,2025-05-03,2027-01-13,172,accessory,"['https://salt.tikicdn.com/ts/product/68/e2/29/68c92291482ccc739681ff579220341d.jpg', 'https://salt.tikicdn.com/ts/product/48/b1/2f/2ea9f7b32d087284a3e589bb12d83c12.jpg', 'https://salt.tikicdn.com/ts/product/c0/bf/f3/6c515c93960ca390cb7d8ace55a8334b.jpg']",cate,Spray directly onto the surface and let dry.,Slight redness or irritation may appear.
"Hanvet Hantox Spray for Dogs, Cats, Scabies, and Fleas (100ml)",-44281,2023-02-07,2024-10-18,2027-01-26,50,accessory,"['https://salt.tikicdn.com/ts/product/19/f5/ef/1aca526889c0e29f926d40c74e0dcec8.jpg', 'https://salt.tikicdn.com/ts/product/bb/d3/0f/e5c0288139a9c2b3ecb685c3e0474468.jpg']",dog,Take twice a day with a full glass of water.,Mild itching at the application site.
"VF Core functional reward soup supplemented with Lysine for cats, 12g package",4768,2022-01-05,2024-06-19,2028-11-25,175,accessory,"['https://salt.tikicdn.com/ts/product/ce/ed/7b/f468240023b282e05ca24e99e1628470.jpg', 'https://salt.tikicdn.com/ts/product/87/f8/85/716feb792ffb0c1a66cd57755f7fb7f3.jpg', 'https://salt.tikicdn.com/ts/product/6a/08/19/284197838a0cfeb2516e93d43970faed.jpg']",bird,Spray directly onto the surface and let dry.,May cause slight dryness of the skin.
"ETO MODEX Chewable Tablets |Kills Ticks, Fleas, and Demodex Scabies for Dogs",-69312,2024-11-04,2024-11-11,2028-04-23,104,accessory,"['https://salt.tikicdn.com/ts/product/fc/40/91/6e48e85f7664c69bfa00ffb50f043158.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/e82d5bc1711df198af0d2ed83d5f3491.png', 'https://salt.tikicdn.com/ts/product/da/81/71/94cac5656e1492bfdae3056b8582b08c.png']",rabbit,Take twice a day with a full glass of water.,Mild drowsiness may occur during initial use.
Deworming for Puppies Drontal Puppy Liquid 50ml - Elanco,106809,2024-01-16,2025-05-26,2027-09-17,66,accessory,"['https://salt.tikicdn.com/ts/product/66/a7/57/cae0f82fb980fd8bbf597321125b5d91.jpg', 'https://salt.tikicdn.com/ts/product/5e/93/ba/e6c16bd9e085360c10a2d13de43e7cad.jpg', 'https://salt.tikicdn.com/ts/product/33/69/c5/a6848e06ac605ce32a2afde4ac6765d7.jpg']",cate,Use regularly for best results.,Slight redness or irritation may appear.
Respicure Vemedim - Treats Respiratory Infections for Dogs and Cats,-50018,2024-08-08,2024-09-22,2027-06-05,137,accessory,"['https://salt.tikicdn.com/ts/product/b1/c8/c8/10b5c403868b8a898aa3ebfe72ec1eac.png', 'https://salt.tikicdn.com/ts/product/ba/c6/52/ddef0aa13b882b7c11ad5fb0826b37b4.png', 'https://salt.tikicdn.com/ts/product/70/33/05/392cf807ca00f9a2440e8aa74c95318a.png']",cate,Add one scoop to drinking water daily.,Mild itching at the application site.
Bravecto Beef-flavored chewable tablets kill 100% of ticks in 12 hours for dogs 2-4.5kg,159604,2023-07-01,2025-08-15,2026-01-09,17,accessory,"['https://salt.tikicdn.com/ts/product/30/d1/22/e2aa8c2c373b848433d3ef2f317acd54.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/8dc5832fb5c822bb1ce3f3e65c669484.png', 'https://salt.tikicdn.com/ts/product/da/81/71/a3289ffe36cffb3d694abb610299d9a9.png']",cate,Use regularly for best results.,Minor skin peeling after prolonged use.
"1 box of NexGard Spectra to treat worms, scabies, dermatitis, ticks and lice (dogs 15 - 30kg; box of 3 tablets)",-84990,2022-06-08,2024-09-12,2028-06-19,147,accessory,"['https://salt.tikicdn.com/ts/product/c9/00/ff/03719871b9e40653419413a040d4b315.jpg', 'https://salt.tikicdn.com/ts/product/a1/32/dc/e1969e9ec5bc9df293ede08efa77f0d0.jpg', 'https://salt.tikicdn.com/ts/product/dd/98/0d/abfd4f9d6cdf3b2c0a10131654c531c3.jpg']",dog,Take twice a day with a full glass of water.,Slight redness or irritation may appear.
Genta drop eye drops to treat dog and cat eye inflammation 10ml,-90817,2023-01-16,2024-03-04,2026-10-21,5,accessory,"['https://salt.tikicdn.com/ts/product/68/e2/29/68c92291482ccc739681ff579220341d.jpg', 'https://salt.tikicdn.com/ts/product/48/b1/2f/2ea9f7b32d087284a3e589bb12d83c12.jpg', 'https://salt.tikicdn.com/ts/product/c0/bf/f3/6c515c93960ca390cb7d8ace55a8334b.jpg']",bird,Apply a thin layer to the affected area once daily.,Mild digestive upset in some cases.
FRONIL SPOT prevents and treats ticks and fleas on dogs (1 box x 5 ampoules),-33113,2024-01-12,2025-12-19,2026-03-16,125,accessory,"['https://salt.tikicdn.com/ts/product/5d/b8/98/c13598a8a53ab3b4362cf9ae9420a034.png', 'https://salt.tikicdn.com/ts/product/b9/20/41/4f2745484dac90b8174a920fd190f83f.png', 'https://salt.tikicdn.com/ts/product/6e/bd/7b/c8ce9c1d10d0a5f4dff5d48b6016df48.png']",cate,Take 30 minutes before meals.,Mild itching at the application site.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet) - 10-25kg,-79365,2023-03-28,2025-09-24,2027-12-06,139,accessory,['https://salt.tikicdn.com/ts/product/68/bc/3e/654ec7be7abf41d09ee49b3379f86c1f.jpg'],rabbit,Use as directed by your veterinarian.,May cause light dizziness when used in excess.
"VIME FRONDOG kills ticks, fleas, dogs and cats",-138819,2022-06-09,2024-12-04,2027-05-14,74,accessory,['https://salt.tikicdn.com/ts/product/8d/0d/84/c2edd454d3d2557cf1309465665e3fb8.png'],cate,Use up to 3 times daily if needed.,Slight redness or irritation may appear.
Deworming for Puppies Drontal Puppy Liquid 50ml - Elanco,115208,2024-05-15,2025-08-23,2027-02-27,164,accessory,"['https://salt.tikicdn.com/ts/product/50/84/5d/fa74736b999aefd93a5f870c82efbaf0.png', 'https://salt.tikicdn.com/ts/product/ea/95/bc/08c40f14f6e7098a42cbc94aca40a4b1.jpg']",bird,Take twice a day with a full glass of water.,Temporary stomach discomfort has been reported.
Genta drop eye drops to treat dog and cat eye inflammation 10ml,78442,2023-03-10,2024-02-24,2028-06-30,90,accessory,"['https://salt.tikicdn.com/ts/product/8e/85/55/256ff961217289085c4871585b642359.jpg', 'https://salt.tikicdn.com/ts/product/11/27/54/3f23ca7865610a486a89f2565dad5980.jpg', 'https://salt.tikicdn.com/ts/product/47/5f/70/c8ca85d942bdd581ae4aa27b9577f5be.jpg']",dog,Use as directed by your veterinarian.,May cause light dizziness when used in excess.
"Fenben 10% (Fenbendazole) Special treatment for worms and tapeworms for dogs and cats, can be used for dogs, small cats and pregnant dogs and cats, 120ml bottle, Vemedim product",24467,2023-06-28,2025-08-28,2027-04-28,34,accessory,"['https://salt.tikicdn.com/ts/product/82/36/f7/556a326df0f3c98c8c975ef245ada2c5.png', 'https://salt.tikicdn.com/ts/product/dc/38/38/b021f9f5735d5defb161d7462cbbeb97.png', 'https://salt.tikicdn.com/ts/product/80/c3/24/30e8b3df82c2288cdab56e24d4d9f968.png']",cate,Take one dose every 12 hours.,Temporary stomach discomfort has been reported.
"Hanvet Hantox Spray for Dogs, Cats, and Fleas (300ml)",-44523,2023-05-10,2024-10-18,2026-01-20,132,accessory,"['https://salt.tikicdn.com/ts/product/5d/b8/98/c13598a8a53ab3b4362cf9ae9420a034.png', 'https://salt.tikicdn.com/ts/product/b9/20/41/4f2745484dac90b8174a920fd190f83f.png', 'https://salt.tikicdn.com/ts/product/6e/bd/7b/c8ce9c1d10d0a5f4dff5d48b6016df48.png']",dog,Use regularly for best results.,Mild itching at the application site.
[Box of 60 tablets] Vet Expert Supplement for dogs and cats to help support kidney problems Renal Vet,35384,2022-01-05,2024-01-10,2028-06-14,152,accessory,"['https://salt.tikicdn.com/ts/product/e8/74/a5/b893d5fa0ce46f23f3e06ca22ba079a3.png', 'https://salt.tikicdn.com/ts/product/0f/eb/bb/9cb60f4ef41a37e03d5e2fbcd8a62e5d.png', 'https://salt.tikicdn.com/ts/product/6c/6a/ca/502593b3e864382f8a1208c7ce1f8b47.png']",dog,Take 30 minutes before meals.,Mild drowsiness may occur during initial use.
"Vemedim Cefalong tablets for dogs and cats with respiratory, urinary, and wound problems, 1 box of 10 tablets",-66080,2023-06-28,2024-09-22,2027-04-07,113,accessory,['https://salt.tikicdn.com/ts/product/8d/0d/84/c2edd454d3d2557cf1309465665e3fb8.png'],rabbit,Use regularly for best results.,Mild itching at the application site.
BIO GENTADROP Eye Drops Solution for Dogs and Cats 10ml Bottle,-8344,2023-03-04,2025-04-29,2027-01-26,152,accessory,"['https://salt.tikicdn.com/ts/product/c0/11/d8/bed9f964f174c75e9037b9db0b06a4d2.jpg', 'https://salt.tikicdn.com/ts/product/f6/77/aa/392392c792508ea7c87d9c955c820d71.jpg', 'https://salt.tikicdn.com/ts/product/77/f0/28/10aaf7d36744d0358bbc1bc843cdf538.jpg']",bird,Mix 5 ml with food once daily.,Temporary loss of appetite may occur.
"1 box of NexGard Spectra to treat worms, scabies, dermatitis, ticks and lice (dogs 15 - 30kg; box of 3 tablets)",-5965,2022-06-08,2025-12-19,2028-12-22,152,accessory,"['https://salt.tikicdn.com/ts/product/39/b8/3e/7024b327329de932ccdc18f703804e4e.jpg', 'https://salt.tikicdn.com/ts/product/48/b1/2f/212957b4c4e160b1a5b7d2062ab5936f.jpg', 'https://salt.tikicdn.com/ts/product/56/36/2c/356365653a97ab5edf5bbda47602d315.jpg']",dog,Add one scoop to drinking water daily.,May cause light dizziness when used in excess.
"BOSSEN - NOMECTO Chewable Tablets to Kill Tick, Flea, and Scabies DEMODEX for Dogs",-40067,2024-07-28,2024-12-27,2026-06-19,33,accessory,['https://salt.tikicdn.com/media/catalog/product/h/a/hantoxspray100ml.u5530.d20170804.t111820.366175.jpg'],bird,Add one scoop to drinking water daily.,Temporary changes in stool consistency.
BOSSEN - [CAT Calcium] Calcium Delight for cat Calcium and Mineral Supplement for Cats - Box of 20 packs of 2.5ml,-111661,2023-09-07,2025-05-03,2026-09-30,135,accessory,"['https://salt.tikicdn.com/ts/product/3a/3c/2f/3115b6d65baaf720b6648b4931c6a649.jpg', 'https://salt.tikicdn.com/ts/product/2f/8d/2e/f17686d9a5b5c57686019e90796005a7.jpg']",rabbit,"Apply externally only, avoid contact with eyes.",Temporary fatigue during early use.
BOSSEN - [CAT Calcium] Calcium Delight for cat Calcium and Mineral Supplement for Cats - Box of 20 packs of 2.5ml,-492065,2022-09-03,2024-02-19,2026-07-29,126,accessory,['https://salt.tikicdn.com/media/catalog/product/b/i/bio-gentadrop-10ml--2-.u2409.d20171024.t161026.251711.jpg'],bird,Spray directly onto the surface and let dry.,Minor skin peeling after prolonged use.
SPREADLINE neck drops prevent ticks and fleas for Vemedim Cats,188049,2024-08-10,2025-01-03,2027-08-25,160,accessory,"['https://salt.tikicdn.com/ts/product/a5/dd/76/d6151ac2dcbf8ec80e5d99534629828e.jpg', 'https://salt.tikicdn.com/ts/product/63/8b/f8/c1e2dada9c35cefadf84d6f549f1d647.jpg', 'https://salt.tikicdn.com/ts/product/3b/10/0e/2ab1864b4d2eda9ef0f73851ec9ed384.jpg']",bird,Take one dose every 12 hours.,May cause light dizziness when used in excess.
"Vemedim Domax injection solution to treat internal and external parasites for dogs and cats such as worms, scabies, lice, ticks, 5ml bottle",11131,2023-03-28,2025-07-08,2026-09-30,18,accessory,"['https://salt.tikicdn.com/ts/product/d3/0b/18/f82878cb2f83fec9d486976bd226f68a.jpg', 'https://salt.tikicdn.com/ts/product/10/d1/c4/d1cf3695a561445f0b0b906a41b9b12d.jpg', 'https://salt.tikicdn.com/ts/product/1d/06/51/34a3cdf60a116b68cb88c09783d24d54.jpg']",rabbit,Spray directly onto the surface and let dry.,Mild digestive upset in some cases.
"1 NexGard tablet to treat scabies, ticks, and fleas (dogs from 10 - 25kg)",-108014,2024-01-16,2024-02-24,2027-02-02,130,accessory,"['https://salt.tikicdn.com/ts/product/21/8e/6c/0043b2fbfa22a591d4ca7c95fede136a.jpg', 'https://salt.tikicdn.com/ts/product/d2/71/e9/5740c7f00d3722b1a97d2ad649d4df14.jpg', 'https://salt.tikicdn.com/ts/product/3e/b3/cb/94aeb458902849facc835ee77cb557ab.jpg']",rabbit,Apply a thin layer to the affected area once daily.,Slight redness or irritation may appear.
"Bio Scour Powder Controls Enteritis, Diarrhea, Vomiting in Dogs and Cats",35621,2023-06-28,2024-11-09,2026-02-02,13,accessory,['https://salt.tikicdn.com/ts/product/da/7a/f4/0b05ac721183ec69272560c45179d307.jpg'],cate,Use as directed by your veterinarian.,May cause light dizziness when used in excess.
"Vime Deworm syrup for deworming dogs and cats (Vemedim, 20ml bottle)",-836,2022-10-25,2024-10-31,2027-11-07,154,accessory,"['https://salt.tikicdn.com/ts/product/0a/04/ea/003a8a15613e466ea9fe3143f67feaf6.png', 'https://salt.tikicdn.com/ts/product/dc/68/b7/270d89087549f3ad35508d7e9df362a0.jpg', 'https://salt.tikicdn.com/ts/product/6a/26/f8/567db96ed683d507a14cef59027d1f3f.jpg']",rabbit,Apply gently before bedtime.,Occasional nausea in sensitive individuals.
"Prevent defecation, repel dogs and cats Fay Repell-400ml",-20138,2024-12-07,2024-07-30,2027-04-03,31,accessory,"['https://salt.tikicdn.com/ts/product/eb/c1/17/8e9c349663243737371ea6858d00b7e5.jpg', 'https://salt.tikicdn.com/ts/product/f9/9f/42/8460ec0a787322ca49d5729171a64043.jpg', 'https://salt.tikicdn.com/ts/product/18/76/77/48289f296eb6fe9d7800aa532a4c1ea3.jpg']",bird,Use as directed by your veterinarian.,Temporary fatigue during early use.
"BOSSEN - (Fish Oil for DOGS) SHINY for Dog Supplement Vitamins, Omega 3 and Essential Fatty Acids for Dogs",12500,2024-11-18,2025-03-11,2028-04-07,87,accessory,"['https://salt.tikicdn.com/ts/product/3b/80/1b/5c319da65c09a74861bbf56c37292c79.jpg', 'https://salt.tikicdn.com/ts/product/8c/6e/ba/fc2164d78c5523d44d8f34b0714cc674.jpg']",cate,Use as directed by your veterinarian.,Mild drowsiness may occur during initial use.
"1 box of NexGard to treat scabies, dermatitis, and lice (dogs from 10 - 25kg, 6 chewable tablets)",16105,2022-09-11,2025-02-09,2028-08-24,142,accessory,"['https://salt.tikicdn.com/ts/product/71/3c/8c/88af8b40612269745e51d4260796c580.jpg', 'https://salt.tikicdn.com/ts/product/81/a6/d5/15590f49b97d220270e054928622833f.jpg', 'https://salt.tikicdn.com/ts/product/81/a5/39/ab45ccdaf9e4912c05ff06e1754f3e9c.jpg']",bird,Use as directed by your veterinarian.,May cause slight dryness of the skin.
"ANTI DERM Topical Topical Medicine to Treat Dermatitis, Scabies, and Mites for Dogs and Cats - Net Weight 40g - Safe and Effective Under the Brand VEMEDIM – Xudapet – AD01",55163,2023-03-02,2025-10-13,2026-07-23,135,accessory,"['https://salt.tikicdn.com/ts/product/50/84/5d/fa74736b999aefd93a5f870c82efbaf0.png', 'https://salt.tikicdn.com/ts/product/ea/95/bc/08c40f14f6e7098a42cbc94aca40a4b1.jpg']",rabbit,Use regularly for best results.,Mild digestive upset in some cases.
"VF Core functional reward soup supplemented with Lysine for cats, 12g package",-75591,2023-02-07,2024-07-30,2027-06-22,121,accessory,"['https://salt.tikicdn.com/ts/product/6e/59/69/52ee109012fc52d6f3f4c01c579f0704.jpg', 'https://salt.tikicdn.com/ts/product/cb/b1/78/b4f87982d9b5d0a1f60c71ad26f8e533.jpg', 'https://salt.tikicdn.com/ts/product/4a/97/cf/924b04c952bbcae2731b52bf66cc129d.jpg']",cate,"Apply externally only, avoid contact with eyes.",Temporary fatigue during early use.
[Box of 60 tablets] Vet Expert Supplement for dogs and cats to help support kidney problems Renal Vet,82718,2023-12-31,2025-08-23,2027-11-07,133,accessory,"['https://salt.tikicdn.com/ts/product/9d/36/eb/027562d7cffa6c68c828d6f159ababf7.png', 'https://salt.tikicdn.com/ts/product/29/f9/96/a8b3d58af94af4d950cd6f53e6d23071.png']",cate,Use regularly for best results.,May cause light dizziness when used in excess.
Bio Gentazol Ear Drops for Dogs,-386064,2024-04-28,2024-12-24,2026-09-13,84,accessory,"['https://salt.tikicdn.com/ts/product/e9/b0/9b/67ac7c997f454370348d18a665c8a719.png', 'https://salt.tikicdn.com/ts/product/59/f8/00/0b083a3c94d3763de6e9516fc8b520ac.png', 'https://salt.tikicdn.com/ts/product/91/67/d3/960331d2ea165f405abe554a92a356a0.png']",cate,Use as directed by your veterinarian.,May cause light dizziness when used in excess.
BIO GENTADROP Eye Drops Solution for Dogs and Cats 10ml Bottle,-67185,2022-03-03,2025-11-29,2027-07-10,117,accessory,"['https://salt.tikicdn.com/ts/product/62/78/d8/65c6af87f3f136d84bf7db86c4729e83.jpg', 'https://salt.tikicdn.com/ts/product/15/74/2a/d9b228ea1095f6d05899488395b05b46.jpg']",rabbit,Use up to 3 times daily if needed.,May cause increased thirst.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet) - 10-25kg,9974,2023-12-31,2024-07-27,2028-08-04,60,accessory,"['https://salt.tikicdn.com/ts/product/f3/98/5b/4e7e8c38af45450983ed59e3392f1956.png', 'https://salt.tikicdn.com/ts/product/30/4b/e6/f4eab6b7d1d1fc627667294cc8bce035.png']",dog,Use as directed by your veterinarian.,Rare cases of mild headache have been noted.
"Spray Dog flea and tick treatment spray bottle for dogs Helps kill ticks, lice and fleas Made in Vemedim Vietnam",-39380,2023-09-25,2025-10-07,2026-03-16,139,accessory,['https://salt.tikicdn.com/ts/product/68/bc/3e/654ec7be7abf41d09ee49b3379f86c1f.jpg'],rabbit,Use as directed by your veterinarian.,Slight redness or irritation may appear.
"Vime Deworm deworming for dogs (Vemedim, box of 10 tablets)",53062,2023-07-01,2025-08-28,2027-02-28,178,accessory,"['https://salt.tikicdn.com/ts/product/a3/82/6f/5751d3b966a9305420bd94372ce02fd0.png', 'https://salt.tikicdn.com/ts/product/a2/0a/db/c4999457a40949eee5d218ae12ec6586.png']",bird,Add one scoop to drinking water daily.,May cause slight dryness of the skin.
"Five-Tox 250 - KILLS Flies, Mosquitoes, Ants, Cockroaches, Ticks, Scabies, Lice",-98043,2024-01-16,2025-07-08,2027-09-17,174,accessory,"['https://salt.tikicdn.com/ts/product/58/40/02/18405d257959f163038512881be7b8d4.jpg', 'https://salt.tikicdn.com/ts/product/44/24/8b/33a92f51bf8c29e4417015cb16a3c295.jpg', 'https://salt.tikicdn.com/ts/product/5b/0c/2b/b598a7bbb26b868de5092ebf28298aea.jpg']",dog,Mix 5 ml with food once daily.,Temporary changes in stool consistency.
Vemedim Cestopet Tablets to Prevent and Eliminate Tapeworms for Dogs and Cats - Box of 10 tablets,5683,2024-11-23,2025-06-23,2028-03-18,29,accessory,"['https://salt.tikicdn.com/ts/product/3c/ef/18/6b7badd4fdbc4694df454fba5a304276.jpg', 'https://salt.tikicdn.com/ts/product/61/16/e1/56a50231b037451d0581cadffc1413f5.jpg', 'https://salt.tikicdn.com/ts/product/d8/ce/ec/dfa6ab9b6244c3ab1c7de1ff13b9ae39.jpeg']",cate,"Administer 2 tablets per day, morning and evening.",Temporary changes in stool consistency.
"BRAVECTO kills scabies, ticks, and dog fleas",-75154,2024-11-20,2025-08-29,2027-11-30,60,accessory,"['https://salt.tikicdn.com/ts/product/68/e2/29/68c92291482ccc739681ff579220341d.jpg', 'https://salt.tikicdn.com/ts/product/48/b1/2f/2ea9f7b32d087284a3e589bb12d83c12.jpg', 'https://salt.tikicdn.com/ts/product/c0/bf/f3/6c515c93960ca390cb7d8ace55a8334b.jpg']",rabbit,Use as directed by your veterinarian.,Occasional nausea in sensitive individuals.
Prevent defecation FAY Repell 200ml Repels dogs and cats,49638,2023-09-25,2024-07-05,2026-12-02,166,accessory,"['https://salt.tikicdn.com/ts/product/a8/64/a1/4b489ce62d717a8387a979c0bb57c389.jpg', 'https://salt.tikicdn.com/ts/product/a1/de/29/aef649ff4490405ae63dae77394d667e.jpg', 'https://salt.tikicdn.com/ts/product/5f/f3/69/6051b36b50da147f9f8af6491d90cf57.jpg']",rabbit,Take one dose every 12 hours.,Temporary stomach discomfort has been reported.
"Hantox Spray kills fleas, ticks, and scabies on dogs and cats (100ml bottle)",34501,2024-01-23,2024-01-17,2028-06-13,162,accessory,"['https://salt.tikicdn.com/ts/product/3c/ef/18/6b7badd4fdbc4694df454fba5a304276.jpg', 'https://salt.tikicdn.com/ts/product/61/16/e1/56a50231b037451d0581cadffc1413f5.jpg', 'https://salt.tikicdn.com/ts/product/d8/ce/ec/dfa6ab9b6244c3ab1c7de1ff13b9ae39.jpeg']",bird,Take 30 minutes before meals.,May cause slight dryness of the skin.
"VF Core functional reward soup supplemented with Lysine for cats, 12g package",-25208,2022-11-22,2025-08-16,2026-12-05,141,accessory,"['https://salt.tikicdn.com/ts/product/50/84/5d/fa74736b999aefd93a5f870c82efbaf0.png', 'https://salt.tikicdn.com/ts/product/ea/95/bc/08c40f14f6e7098a42cbc94aca40a4b1.jpg']",rabbit,Apply gently before bedtime.,May cause slight dryness of the skin.
"VIME FRONDOG kills ticks, fleas, dogs and cats",-39071,2022-01-05,2024-09-20,2026-01-20,59,accessory,"['https://salt.tikicdn.com/ts/product/5e/b8/81/ec2848dc2921791f6b987c9c0ecf3d55.png', 'https://salt.tikicdn.com/ts/product/61/4a/61/df64e5eeafcc674c53efe45807fb3d36.JPG', 'https://salt.tikicdn.com/ts/product/5b/b1/16/88d2e26d986f0481be7065c935428218.JPG']",rabbit,Use as directed by your veterinarian.,May cause increased thirst.
"(New version) - Salmon oil for dogs and cats Salmon Oil SHD nourishes smooth fur, prevents hair loss, increases resistance, 100ml bottle",-23906,2023-01-16,2025-03-21,2028-11-06,115,accessory,"['https://salt.tikicdn.com/ts/product/47/5b/2e/23e8c445dd3fd04ed7d95f747309925c.jpg', 'https://salt.tikicdn.com/ts/product/35/7d/ae/f7c0b8ab33c2f1bba2275b9dd47ffd76.jpg', 'https://salt.tikicdn.com/ts/product/0d/f7/46/fcfae62898a94be73ba1ce958e99c0ab.jpg']",cate,Add one scoop to drinking water daily.,Temporary loss of appetite may occur.
"BOSSEN - (Fish Oil for DOGS) SHINY for Dog Supplement Vitamins, Omega 3 and Essential Fatty Acids for Dogs",67550,2022-10-25,2025-04-17,2027-04-03,118,accessory,"['https://salt.tikicdn.com/ts/product/a9/e8/8d/a8aceca1edf7bd5fd41bd9433f2ffb89.jpg', 'https://salt.tikicdn.com/ts/product/28/28/4b/eabb284ad20020bd85c6cd144af5ffbd.jpg']",bird,Take twice a day with a full glass of water.,May cause increased thirst.
"Seasal Drop Nose Drops - Helps with Stuffy Nose, Runny Nose, Cleans Nose for Dogs and Cats",-59500,2023-11-22,2024-10-18,2026-04-19,76,accessory,"['https://salt.tikicdn.com/ts/product/3c/ef/18/6b7badd4fdbc4694df454fba5a304276.jpg', 'https://salt.tikicdn.com/ts/product/61/16/e1/56a50231b037451d0581cadffc1413f5.jpg', 'https://salt.tikicdn.com/ts/product/d8/ce/ec/dfa6ab9b6244c3ab1c7de1ff13b9ae39.jpeg']",rabbit,Mix 5 ml with food once daily.,Slight redness or irritation may appear.
2.5ml bottle of flea treatment for cats and dogs for pets,64771,2024-05-02,2024-10-31,2026-09-29,51,accessory,"['https://salt.tikicdn.com/ts/product/8e/85/55/256ff961217289085c4871585b642359.jpg', 'https://salt.tikicdn.com/ts/product/11/27/54/3f23ca7865610a486a89f2565dad5980.jpg', 'https://salt.tikicdn.com/ts/product/47/5f/70/c8ca85d942bdd581ae4aa27b9577f5be.jpg']",cate,"Administer 2 tablets per day, morning and evening.",Slight redness or irritation may appear.
"Vime Deworm syrup for deworming dogs and cats (Vemedim, 20ml bottle)",-2785,2024-08-08,2024-05-13,2026-09-30,164,accessory,"['https://salt.tikicdn.com/ts/product/1f/d9/6d/b414f9297011264d1b10155511ac9db2.png', 'https://salt.tikicdn.com/ts/product/ea/88/8f/570c217dbd8c1742a8c80a87d6909d04.png', 'https://salt.tikicdn.com/ts/product/7d/60/40/ed41c0eba870ed102a014fdd3dc4a037.png']",cate,Mix 5 ml with food once daily.,Minor skin peeling after prolonged use.
Scabies medicine.OXYD zinc button mushroom for dogs and cats,19945,2024-01-23,2025-02-12,2027-04-24,126,accessory,"['https://salt.tikicdn.com/ts/product/82/36/f7/556a326df0f3c98c8c975ef245ada2c5.png', 'https://salt.tikicdn.com/ts/product/dc/38/38/b021f9f5735d5defb161d7462cbbeb97.png', 'https://salt.tikicdn.com/ts/product/80/c3/24/30e8b3df82c2288cdab56e24d4d9f968.png']",rabbit,Use regularly for best results.,Temporary stomach discomfort has been reported.
"BOSSEN - URI Shield (dogs) Supports Bladder Protection for Dogs, Helps Urinary Health - Box of 12 tablets",29579,2024-08-10,2025-01-30,2027-05-14,130,accessory,"['https://salt.tikicdn.com/ts/product/8e/2f/dd/26894934faedf9e3c4b3988b909a66f3.jpg', 'https://salt.tikicdn.com/ts/product/2f/89/af/9853ace6eae865c860d2219104b30a2c.jpg', 'https://salt.tikicdn.com/ts/product/35/81/bb/f1e92c0368dbff32f5e59e68fac0af74.png']",dog,"Administer 2 tablets per day, morning and evening.",Temporary fatigue during early use.
"Five-Tox 250 - KILLS Flies, Mosquitoes, Ants, Cockroaches, Ticks, Scabies, Lice",-12581,2024-10-09,2025-11-24,2026-03-16,102,accessory,"['https://salt.tikicdn.com/ts/product/28/b9/2e/06a1bbc9dddd01d7e1b6b1b37890f339.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/d8665d83789a11d52ae25efa6b797eb0.png', 'https://salt.tikicdn.com/ts/product/da/81/71/ae2f614535b68c2f4ff181fd882d84be.png']",bird,Spray directly onto the surface and let dry.,Mild itching at the application site.
