product_name,price,manufacture_date,entry_date,expiry_date,stock,type,imgList,species,weight,nutrition_description
1kg bag - Catsrang cat food made in Korea and delicious,274214,2023-07-27,2025-06-07,2026-11-04,226,food,"['https://salt.tikicdn.com/ts/product/93/4a/e4/8b1711cdf9d00ffa70b8eb9b3f8d5319.jpg', 'https://salt.tikicdn.com/ts/product/ff/d7/e6/5401aaa4345797b7a0bf02222af6e545.jpg', 'https://salt.tikicdn.com/ts/product/f6/49/43/25fb88f17ae88619889331563d1da6ec.jpg']",rabbit,5.0,"Gói Thức Ăn Ướt Whiskas Cho Mèo Trưởng Thành Từ 1 Tuổi Mèo từ 1-6 tuổi cần có nhiều thời gian vui chơi và chế độ ăn uống cân bằng để luôn giữ được vóc dáng cân đối, khỏe mạnh. Mèo là loài ăn thịt tron..."
Petour's dried chicken and dried salmon snacks for cats - Bite Of Wild - Snack food for dogs and cats from 1 month old,139465,2023-04-19,2024-01-21,2026-08-02,105,food,"['https://salt.tikicdn.com/ts/product/bb/66/eb/a51254e8886f7ddf2aebc353b118df06.jpg', 'https://salt.tikicdn.com/ts/product/8f/99/19/1277a716577837c51f3fc6e4f346cd72.jpg', 'https://salt.tikicdn.com/ts/product/52/52/41/94a90beebae211fa735153eb307e408f.jpg']",dog,2.5,"Thức ăn hạt Wonder Cats 1kg cho mèo mọi lứa tuổi được sản xuất dựa trên công nghệ hiện đại nhất của Hàn Quốc, mang đến những đặc điểm nổi trội cho sức khỏe của mèo.- 3 lớp phủ gia vị đậm đà thơm ngon..."
"Bite Of Wild Cat Food Cat Grass, Chicken Liver, Chicken Eggs, Fresh Dried Meat Without Preservatives",173968,2023-02-24,2025-02-03,2027-12-24,101,food,"['https://salt.tikicdn.com/ts/product/d2/ac/1d/d8f42ca0e7e3db494dfdb7376ffa7d05.png', 'https://salt.tikicdn.com/ts/product/2a/eb/30/ab457c1ec71633d77c626c83ad7dd58f.png', 'https://salt.tikicdn.com/ts/product/9f/a9/6d/987624a0678b7324cf87b93d657fcada.jpg']",cate,2.5,"hạt trộn kèm hạt trái cây dành cho vẹt Sun, Xích, Lory, Monk, caique, RingNeck..."
Whiskas Adult 1+ Years Cat Food Tuna Flavor 480g/Bag,94112,2023-01-23,2025-03-28,2028-06-30,57,food,"['https://salt.tikicdn.com/ts/product/d6/72/57/d1a1d25de20a6c35e89497498d83213b.jpg', 'https://salt.tikicdn.com/ts/product/a4/9f/78/c4a65add9876a7a8c0df1b847025d853.jpg', 'https://salt.tikicdn.com/ts/product/c2/ba/77/db98561736e235661460bd3e18096929.jpg']",bird,3.0,THÔNG TIN SẢN PHẨMLoại sản phẩm: Thức ăn hạt khô dành cho chóTên sản phẩm: Today's dinner All Stages DogNhà sản xuất: Jeil Feed CorporationDạng sản phẩm: Dạng viên hình tròn Màu sắc hạt: Màu nâuÁ...
[ 1KG ] TODAY'S DINNER grain food for dogs of all ages,60377,2022-11-13,2025-12-10,2027-04-10,40,food,"['https://salt.tikicdn.com/ts/product/b1/d4/15/fb35e0c7cd6c7296e7cf8e402acc6ef5.jpg', 'https://salt.tikicdn.com/ts/product/ed/96/16/5ede54ca5f98e2e99fc3db0308722c1c.jpg']",rabbit,2.0,"Gói Thức Ăn Ướt Whiskas Cho Mèo Trưởng Thành Từ 1 Tuổi Mèo từ 1-6 tuổi cần có nhiều thời gian vui chơi và chế độ ăn uống cân bằng để luôn giữ được vóc dáng cân đối, khỏe mạnh. Mèo là loài ăn thịt tron..."
Petour's dried chicken and dried salmon snacks for cats - Bite Of Wild - Snack food for dogs and cats from 1 month old,136854,2022-10-04,2025-10-30,2027-08-30,83,food,"['https://salt.tikicdn.com/ts/product/60/77/4f/fce59b124689a9c14eed633b03435125.jpg', 'https://salt.tikicdn.com/ts/product/c3/3c/0c/0db354fe6d9863f4593aa5ec7cb77f4b.jpg', 'https://salt.tikicdn.com/ts/product/1d/b2/04/664b05ec5f9422be6aac64e9a60d820c.jpg']",cate,9.0,"Đồ Ăn Cho Mèo Vị Cá Biển Whiskas Dạng Bao (7kg)  được lựa chọn từ những thành phần thịt, cá tươi để chế biến, sảm phẩm giàu protein, các vitamin và khoáng chất thiết yếu đồng thời không có chất bảo q..."
"Smartheart Adult large dog food 1.5kg beef flavor, cheap dog food grain",119174,2022-09-15,2025-05-04,2027-07-31,131,food,['https://salt.tikicdn.com/ts/product/cb/e3/aa/c4dfba84d140853f2c5f74e270f1cf5a.jpg'],rabbit,4.0,"Thuốc sổ giun Endogard 10Đặc điểm nổi bậtTiêu diệt giun tròn, sán dây, sán lá… trên cơ thể vật nuôi hiệu quả.Sản xuất từ các thành phần cao cấp, an toàn với sức khỏe vật nuôi.Có mùi thơm hấp dẫn n..."
"GREENABC Ornamental Snakehead Fish Food - Channa Fish - 40% protein content helps fast growth, beautiful color, vibrant colors - Box of 350g",269973,2022-02-10,2024-10-11,2027-12-04,116,food,['https://salt.tikicdn.com/ts/product/41/41/c4/5329d5786a6e35ae7439218fc0f4dc46.jpg'],rabbit,5.0,"*** Giá bán áp dụng cho 1viên tách lẻ (không kèm hộp) *Viên nhai NexGard Spectra giúp kiếm soát các bệnh do ghẻ, ve, bọ chét, rận, giun tim, giun phổi giun thực quản, các loại giun đường tiêu hóa và ..."
"GREENABC Koi Fish Food - Koi Fish - 40% protein content helps increase size, color, good digestion, increase resistance - Box of 950g",125224,2022-12-07,2025-02-06,2027-07-31,107,food,"['https://salt.tikicdn.com/ts/product/44/00/14/ee6094f3636723776996b5bec65769a2.jpg', 'https://salt.tikicdn.com/ts/product/54/ab/31/e2e0165295886db913420a390ea1a236.jpg']",bird,1.0,"Thức Ăn Cho Chó Trưởng Thành Pedigree Adult 1+ Years Vị Gà, Rau Củ 1.5kg/Túi kích thích vị giác cùng các loại rau củ cung cấp đầy đủ chất dinh dưỡng sẽ là một sản phẩm cần thiết cho sự phát triển của ..."
Whiskas Kitten Food with Ocean Fish and Milk Flavor 1.1 Kg,258408,2024-12-29,2024-07-11,2027-12-24,147,food,"['https://salt.tikicdn.com/ts/product/19/76/43/919c9b466b44b9c01bf5aee694fc0797.png', 'https://salt.tikicdn.com/ts/product/bd/9a/25/ed3040817f7dd206683bb83730d64f74.jpg', 'https://salt.tikicdn.com/ts/product/3a/7b/c1/94a8f5e851a40228b2bec1a557382f00.jpg']",rabbit,10.0,"Thông tin sản phẩm: có 5 vị  - Đỏ: Thịt Bò - Cam: Thịt Gà - Vàng: Thịt Vịt - Xanh: Thịt Cá - Trắng: Phô Mai - Xúc Xích cho chó chứa Vitamin & khoáng chất cho cơ thể những thú cưng luôn khỏe mạnh, ..."
Smartheart Puppy Dog Food 400gr,177982,2023-08-12,2024-05-07,2027-04-13,155,food,"['https://salt.tikicdn.com/ts/product/4b/d7/45/48bc37ab2f8aafc4d57faf2cf72d73f5.png', 'https://salt.tikicdn.com/ts/product/27/8a/af/03eee7aadf5575cdd3fd57ddf2082a3a.jpg', 'https://salt.tikicdn.com/ts/product/4b/dc/1c/52a4485c83883afc232bbd326007456c.jpg']",dog,3.5,"- Thức ăn hạt cho chó Smartheart có thành phần dinh dưỡng cân bằng và đầy đủ để mang lại một sức khỏe và tình trạng tốt cho cún cưng.- Hạt khô cho chó Smartheart có thành phần dinh dưỡng tốt, được bổ..."
"1 NEXGARD SPECTRA tablet protects dogs from ticks, fleas, and worms",18822,2022-08-11,2024-11-25,2027-04-03,157,food,"['https://salt.tikicdn.com/ts/product/0b/3f/3b/caea33d0ead9aab24c51f0aaa502af80.png', 'https://salt.tikicdn.com/ts/product/90/c8/e4/259937518f5cf377130320f7dc3eefce.png']",rabbit,2.5,"Xương Orgo gói 90g gặm sạch răng, bổ xung năng lượng, canxi cho chó.Xương có 4 hương vị: Giao mix vị ngẫu nhiênOrgo vị thịt bò: Chứa các thành phần thịt bò tự nhiên bổ sung dinh dưỡng và năng lượng,..."
"Nutrience Infusion Adult Cat Food 5kg Bag - Chicken, Vegetables & Natural Fruits",2988,2022-09-21,2024-06-17,2027-11-06,114,food,"['https://salt.tikicdn.com/ts/product/65/58/08/d1f36fd64e15326cdd7df824970804e7.png', 'https://salt.tikicdn.com/ts/product/3f/0d/ac/be3d1d2ce6d580e1f822f53ce34f4719.png', 'https://salt.tikicdn.com/ts/product/2a/a0/0c/75d43381d6503c695c93a456ebf7564f.jpg']",bird,3.5,"Thông tin sản phẩm: có 5 vị  - Đỏ: Thịt Bò - Cam: Thịt Gà - Vàng: Thịt Vịt - Xanh: Thịt Cá - Trắng: Phô Mai - Xúc Xích cho chó chứa Vitamin & khoáng chất cho cơ thể những thú cưng luôn khỏe mạnh, ..."
"tylenro hen, cough, chicken and duck spit, 10gram package",205729,2024-06-22,2025-11-12,2028-06-08,48,food,['https://salt.tikicdn.com/ts/product/cb/e3/aa/c4dfba84d140853f2c5f74e270f1cf5a.jpg'],cate,3.0,Đồ Ăn Cho Chó Trưởng Thành Classic Pets Hương Vị Thịt Bò Nướng (2kg)Đồ Ăn Cho Chó Trưởng Thành Classic Pets Hương Vị Thịt Bò Nướng (2kg) đem lại cho thú cưng của bạn những bữa ăn thơm ngon và đầy đủ ...
Me-O Adult Cat Food Seafood Flavor (7kg),-7663,2024-11-03,2025-10-25,2027-06-06,154,food,['https://salt.tikicdn.com/ts/product/c6/01/7e/2b1f4776f70753d9431817a859737dee.jpg'],dog,8.5,"PATE WHISKAS DẠNG GÓI CHO MÈO VỊ CÁ NGỪ 80GĐặc điểm nổi bậtPate Whiskas cho mèo là 1 loại thức ăn ngon tuyệt hảo, giàu dưỡng chất giúp mèo ăn ngon miệng, mau lớn.Whiskas với công thức cải tiến cun..."
5KG HELLO CAT SEEDS FOR CATS,143856,2023-01-16,2025-07-20,2028-05-19,125,food,"['https://salt.tikicdn.com/ts/product/29/2b/32/314ae105221bfb33cfc898a69814b896.png', 'https://salt.tikicdn.com/ts/product/41/f9/2f/3bf3d7a3ad0ad3ad67e665e19eb0df21.png', 'https://salt.tikicdn.com/ts/product/5f/d7/42/2d37f2f09aff3b948eddaef02ee6561a.jpg']",bird,7.0,"ROYAL CANIN X - SMALL PUPPYDành riêng cho chó siêu nhỏ có kích cỡ dưới 4 kg, ở độ tuổi từ 2 - 10 thángLợi íchĐược sản xuất với công thức độc quyền các dưỡng chất cần thiết giúp hỗ trợ sức khỏe hệ..."
Petour's dried chicken and dried salmon snacks for cats - Bite Of Wild - Snack food for dogs and cats from 1 month old,236958,2023-02-04,2025-09-26,2026-03-02,187,food,"['https://salt.tikicdn.com/ts/product/7b/a4/de/0d1a194fa5933b897b6ddf41457e1ddb.jpg', 'https://salt.tikicdn.com/ts/product/73/85/77/f1e7d099583afac24aeb2c991c736a4b.jpg', 'https://salt.tikicdn.com/ts/product/97/75/b2/39d2d7cef9ced8d705dd94d9dea1d2b9.jpg']",bird,0.5,Hạt Bo Bo Trắng Viettin Mart 500GTHÔNG TIN SẢN PHẨMTên sản phẩm: 500g Hạt bo bo trắng - Viettin martThành Phần:hạt bo boThương hiệu: ViettinMartKhối lượng tịnh / Thể tích thực: 500gQuy cách đóng...
Ganador adult dog food lamb & rice flavor Lamb & Rice 3 kg,117253,2023-02-04,2024-11-18,2028-01-28,104,food,"['https://salt.tikicdn.com/ts/product/4d/c4/58/fb82a5684520d0cda9260c9242870bcf.jpg', 'https://salt.tikicdn.com/ts/product/9a/f6/7f/a3a5dad5eb1ff2edb63845b1a90dc1de.jpg', 'https://salt.tikicdn.com/ts/product/08/4e/32/f7ab057c0beefd694f4014c2e1a23875.jpg']",dog,4.5,Thức ăn cho chó trưởng thành vị thịt cừu và gạo Ganador Adult Lamb and RiceGANADOR ADULT LAMB & RICE 3kg(Dành cho chó trưởng thành từ 12 tháng trở lên)Mô tả sản phẩm:– Thức ăn Hỗn Hợp Ganador Thịt...
Temptations Chicken Flavor Cat Treats 75g/bag,423373,2022-01-03,2025-10-16,2026-04-08,161,food,"['https://salt.tikicdn.com/ts/product/19/76/43/919c9b466b44b9c01bf5aee694fc0797.png', 'https://salt.tikicdn.com/ts/product/bd/9a/25/ed3040817f7dd206683bb83730d64f74.jpg', 'https://salt.tikicdn.com/ts/product/3a/7b/c1/94a8f5e851a40228b2bec1a557382f00.jpg']",rabbit,1.0,"    Thức ăn cho mèo Bite Of Wild Cỏ Mèo, Gan Gà, Trứng Gà, Thịt Tươi Sấy Khô   LƯU Ý: Chúng mình sẽ đóng hàng rất cẩn thận, tuy nhiên vì độ giòn xốp cao nên sản phẩm trong lúc vận chuyển có thể sẽ..."
Cowhide Calcium Bones for Dogs to Chew on Clean Teeth Helps Strengthen Teeth Dog Chews,205086,2022-04-26,2025-09-10,2028-06-22,37,food,['https://salt.tikicdn.com/ts/product/c6/34/af/8a0fcc81f4f8aae8f4b0a97da2f2699b.png'],cate,7.0,"Thức Ăn Hạt Catsrang Cho Mèo Mọi Lứa Tuổi - 400 gram là một trong những sản phẩm ưu chuộng trên thị trường thức ăn dành cho thúcưng tại Việt Nam. Thiết kế hộp tiện lợi, sạch sẽ, dễ sử dụng catsran..."
Viettin Mart White Bo Bo Seeds 500G,8366,2023-01-16,2025-06-23,2028-01-10,147,food,"['https://salt.tikicdn.com/ts/product/29/2b/32/314ae105221bfb33cfc898a69814b896.png', 'https://salt.tikicdn.com/ts/product/41/f9/2f/3bf3d7a3ad0ad3ad67e665e19eb0df21.png', 'https://salt.tikicdn.com/ts/product/5f/d7/42/2d37f2f09aff3b948eddaef02ee6561a.jpg']",rabbit,6.0,Bánh Xương Chăm Sóc Răng Dành Cho Chó Nhỏ và Chó Trưởng Thành trên 1 tuổi Pedigree-75g được nghiên cứu tại trung tâm Dinh Dưỡng Thú Nuôi Waltham và đã được chứng minh rằng sản phẩm sẽ giúp giảm đến 80...
Smartheart Puppy Dog Food 400gr,178340,2023-01-16,2025-10-19,2028-09-20,117,food,"['https://salt.tikicdn.com/ts/product/0f/24/7e/713db08f20aa6a22de7fdcfd4788eb3e.jpg', 'https://salt.tikicdn.com/ts/product/3b/88/7b/243bf6500e749bde1a31596ba8e22652.jpg', 'https://salt.tikicdn.com/ts/product/8c/db/c2/887d824b30d0b9364652ce6ece0f8973.jpg']",cate,0.5,"Thức Ăn Hạt Catsrang Cho Mèo Mọi Lứa Tuổi - 400 gram là một trong những sản phẩm ưu chuộng trên thị trường thức ăn dành cho thúcưng tại Việt Nam. Thiết kế hộp tiện lợi, sạch sẽ, dễ sử dụng catsran..."
9KG Keos Seafood cat food - Seafood flavor - Granulated cat food,172863,2023-03-26,2025-07-20,2026-01-29,79,food,"['https://salt.tikicdn.com/ts/product/01/5e/48/fa705010bcd990fc1f6245dbb3d3edac.png', 'https://salt.tikicdn.com/ts/product/c2/e9/8a/3ff2146e3b5ca7e742cada62e8b2a4de.png', 'https://salt.tikicdn.com/ts/product/9f/e6/8a/020a46f5e04f23b036eee98448b0db9f.png']",cate,1.5,"Thông tin sản phẩm: có 5 vị  - Đỏ: Thịt Bò - Cam: Thịt Gà - Vàng: Thịt Vịt - Xanh: Thịt Cá - Trắng: Phô Mai - Xúc Xích cho chó chứa Vitamin & khoáng chất cho cơ thể những thú cưng luôn khỏe mạnh, ..."
Royal Canin Urinary S/O Feline cat food 1.5kg,-46439,2022-09-21,2025-06-15,2027-06-10,145,food,['https://salt.tikicdn.com/ts/product/db/33/3d/afb5ebc15cc979c297c8496ab59bd51c.jpg'],cate,3.0,THÔNG TIN SẢN PHẨMLoại sản phẩm: Thức ăn hạt khô dành cho chóTên sản phẩm: Today's dinner All Stages DogNhà sản xuất: Jeil Feed CorporationDạng sản phẩm: Dạng viên hình tròn Màu sắc hạt: Màu nâuÁ...
SmartHeart Gold Small Breed Adult Dog Food Lamb and Rice Flavor (1Kg),2219,2024-04-17,2025-06-15,2026-03-17,82,food,"['https://salt.tikicdn.com/ts/product/7d/e2/17/5d8b3c0b39c9acc993c1daddf8614e59.png', 'https://salt.tikicdn.com/ts/product/98/ef/97/2166b1809866d9a0010194aa6a328d5a.jpg', 'https://salt.tikicdn.com/ts/product/59/f5/99/02e2aa4c29779b2d3cfe224f6bb62ded.jpg']",rabbit,5.0,"GREENABC - THỨC ĂN BỔ SUNG DINH DƯỠNG DÀNH CHO CÁC LOẠI CÁ CẢNH NHỎ - HÀM LƯỢNG PROTEIN > 42%GREENABC là thức ăn bổ sung dinh dưỡng dành cho các loại CÁ CẢNH: cá 7 Màu, cá Cánh Buồm, cá Neon, cá M..."
"1 NEXGARD SPECTRA tablet protects dogs from ticks, fleas, and worms",117524,2023-06-07,2025-03-28,2026-08-23,84,food,"['https://salt.tikicdn.com/ts/product/d6/72/57/d1a1d25de20a6c35e89497498d83213b.jpg', 'https://salt.tikicdn.com/ts/product/a4/9f/78/c4a65add9876a7a8c0df1b847025d853.jpg', 'https://salt.tikicdn.com/ts/product/c2/ba/77/db98561736e235661460bd3e18096929.jpg']",rabbit,4.5,"Gói Thức Ăn Ướt Whiskas Cho Mèo Trưởng Thành Từ 1 Tuổi Mèo từ 1-6 tuổi cần có nhiều thời gian vui chơi và chế độ ăn uống cân bằng để luôn giữ được vóc dáng cân đối, khỏe mạnh. Mèo là loài ăn thịt tron..."
"Dried meat, Synthetic Topping for dogs and cats, Supports weight gain diet for bosses",64948,2022-04-05,2024-07-30,2027-09-26,144,food,"['https://salt.tikicdn.com/ts/product/4d/c4/58/fb82a5684520d0cda9260c9242870bcf.jpg', 'https://salt.tikicdn.com/ts/product/9a/f6/7f/a3a5dad5eb1ff2edb63845b1a90dc1de.jpg', 'https://salt.tikicdn.com/ts/product/08/4e/32/f7ab057c0beefd694f4014c2e1a23875.jpg']",cate,3.5,THÔNG TIN SẢN PHẨMLoại sản phẩm: Thức ăn hạt khô dành cho chóTên sản phẩm: Today's dinner All Stages DogNhà sản xuất: Jeil Feed CorporationDạng sản phẩm: Dạng viên hình tròn Màu sắc hạt: Màu nâuÁ...
Whiskas Big Cat Food Sea Fish Flavor 480g Bag,-103414,2024-02-15,2024-03-25,2027-07-12,114,food,"['https://salt.tikicdn.com/ts/product/68/46/37/772412d9cef9c4d59d8aae4504694327.jpg', 'https://salt.tikicdn.com/ts/product/0b/14/d0/28a815e83cef8a8a001e3c19524060ed.jpg']",bird,3.5,"CÔNG DỤNG SẢN PHẨMChiết xuất Keo ong là kháng sinh tự nhiên giúp duy trì nền tảng miễn dịch khỏe mạnh, đề kháng vượt trội, kháng nấm, virus và phòng ngừa bệnh khi giao mùaTinh chất Hương thảo giúp ..."
Whiskas Kitten Food with Ocean Fish and Milk Flavor 1.1 Kg,79052,2024-08-05,2025-11-12,2026-09-06,138,food,"['https://salt.tikicdn.com/ts/product/f4/e2/da/3f128a9d99bcf7253aa8b6d336e1c223.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/3d398d0bcfb93d840dfb64a58ac2f21a.png', 'https://salt.tikicdn.com/ts/product/da/81/71/e0ee2c7d6b9c9e4100978d0c558d4c3f.png']",dog,6.5,"HẠT ZUPREEM (MỸ) GIÀU CHẤT DINH DƯỠNG DÀNH CHO CHIM, VẸT..."
Ganador adult dog food lamb & rice flavor Lamb & Rice 3 kg,179151,2023-08-12,2025-05-09,2028-11-17,151,food,"['https://salt.tikicdn.com/ts/product/e3/11/d8/a9593f27ced38bd20494cdf813473887.png', 'https://salt.tikicdn.com/media/catalog/producttmp/ef/68/fe/9e82088c7d29c9e7bfbe4d4e47ec41a6.jpg', 'https://salt.tikicdn.com/ts/product/1a/b4/92/325aa751c94a11fdc4cdd6b8690e4807.jpg']",rabbit,1.5,"Đồ Ăn Chó Trưởng Thành SmartHeart Power Pack (3Kg) chứa đầy đủ dưỡng chất, giàu năng lượng cho các chú chó thường xuyên vận động.Giàu nguồn đạm chất lượng hỗ trợ phát triển hệ thống co bắp.L-Carnit..."
"Mixed seeds with small fruit seeds for cockateil, LoveBird, Green check, rose-chested parrots",112960,2023-07-10,2024-04-14,2026-02-04,117,food,"['https://salt.tikicdn.com/ts/product/19/76/43/919c9b466b44b9c01bf5aee694fc0797.png', 'https://salt.tikicdn.com/ts/product/bd/9a/25/ed3040817f7dd206683bb83730d64f74.jpg', 'https://salt.tikicdn.com/ts/product/3a/7b/c1/94a8f5e851a40228b2bec1a557382f00.jpg']",cate,2.0, THỨC ĂN CHO MÈO HELLO CAT SALMON 5KG   Quy cách đóng gói: Bao xá 5kgDành cho mèo trên 12 tháng tuổi  Thành phần dinh dưỡng:- Protein thô: 30.0% (tối thiểu);- Chất béo thô: 9.0% (tối thiểu);- ...
Whiskas Junior Kitten Food 2-12 MonthsSea Fish Flavor 450g/Bag,-146897,2023-12-17,2025-11-23,2028-07-31,128,food,"['https://salt.tikicdn.com/ts/product/80/7d/72/a5a65d259232e0b41148e20ed1858e99.png', 'https://salt.tikicdn.com/ts/product/5b/49/b2/8e538901543392c51de6ff0cc501e4a2.jpg']",rabbit,0.5,"Gói Thức Ăn Ướt Whiskas Cho Mèo Trưởng Thành Từ 1 Tuổi Mèo từ 1-6 tuổi cần có nhiều thời gian vui chơi và chế độ ăn uống cân bằng để luôn giữ được vóc dáng cân đối, khỏe mạnh. Mèo là loài ăn thịt tron..."
Barley seeds are used as nutritious food for birds and parrots,35210,2024-04-15,2024-10-11,2026-03-05,72,food,['https://salt.tikicdn.com/ts/product/5b/75/e3/a0b57f4a72b446552cf5e042b66a48e6.jpg'],rabbit,4.5," Tẩy Giun Chó Mèo Hanvet Sanpet (1 Vỉ 10 Viên) - Tẩy sạch các loại sán dây, sán hạt dưa và giun tròn ký sinh ở chó, mèo và động vật ăn thịt. Sán dây: Sán hạt dưa (Echinococcus granulosus) , Dipylidi..."
Free trial pack - Mr.Vet cat seeds - Petour Singapore - Full topping seeds with more than 30% protein - 1 kg sealed bag,192323,2024-05-16,2024-11-27,2027-06-10,187,food,"['https://salt.tikicdn.com/ts/product/19/67/ce/5f9772c60d8b70ef5b0b76525cc17724.png', 'https://salt.tikicdn.com/ts/product/65/bf/bf/7a601c9cfba23d6d414958fee4bb19b4.png', 'https://salt.tikicdn.com/ts/product/c7/0b/0c/e3c8bd44410de6e31516283e3c9ae002.png']",rabbit,6.5,"CÔNG DỤNG SẢN PHẨMChiết xuất Keo ong là kháng sinh tự nhiên giúp duy trì nền tảng miễn dịch khỏe mạnh, đề kháng vượt trội, kháng nấm, virus và phòng ngừa bệnh khi giao mùaTinh chất Hương thảo giúp ..."
"GREENABC Hamster Food - Supplementing Protein - Calcium - Lipid to help Hamsters eat well, reduce stress, make them smooth, increase resistance - Boxes of 10g and 480g",108779,2024-12-20,2025-09-10,2026-05-03,126,food,"['https://salt.tikicdn.com/ts/product/60/77/4f/fce59b124689a9c14eed633b03435125.jpg', 'https://salt.tikicdn.com/ts/product/c3/3c/0c/0db354fe6d9863f4593aa5ec7cb77f4b.jpg', 'https://salt.tikicdn.com/ts/product/1d/b2/04/664b05ec5f9422be6aac64e9a60d820c.jpg']",bird,10.0,"Đồ Ăn Cho Mèo Trưởng Thành Me-O Vị Hải Sản (7kg) cung cấp Acid Amino cần thiết cho đôi mắt và cải thiện thị giác.Bên cạnh đó, loại thức ăn này còn chứa Omega 3 và Omega 6 từ dầu chất lượng cao trong..."
Guppy Fish Food - 7 Color Fish Bran 20g Package,303749,2023-02-24,2024-07-24,2026-12-07,178,food,"['https://salt.tikicdn.com/ts/product/7d/e2/17/5d8b3c0b39c9acc993c1daddf8614e59.png', 'https://salt.tikicdn.com/ts/product/98/ef/97/2166b1809866d9a0010194aa6a328d5a.jpg', 'https://salt.tikicdn.com/ts/product/59/f5/99/02e2aa4c29779b2d3cfe224f6bb62ded.jpg']",dog,1.0,"*** Giá bán áp dụng cho 1viên tách lẻ (không kèm hộp) *Viên nhai NexGard Spectra giúp kiếm soát các bệnh do ghẻ, ve, bọ chét, rận, giun tim, giun phổi giun thực quản, các loại giun đường tiêu hóa và ..."
Pigeon cereal (full of nutrients),185720,2024-04-15,2025-07-20,2028-05-19,138,food,['https://salt.tikicdn.com/ts/product/87/a7/91/d4c7fa97eb8bbec29fe925e3c17edd02.jpg'],cate,5.0,"hạt trộn kèm hạt trái cây dành cho vẹt Sun, Xích, Lory, Monk, caique, RingNeck..."
[ 1KG ] TODAY'S DINNER grain food for dogs of all ages,40066,2023-01-16,2025-06-28,2026-10-08,118,food,"['https://salt.tikicdn.com/ts/product/53/db/07/0f7b0c553411df38708f53d5f4b82fa4.png', 'https://salt.tikicdn.com/ts/product/a9/49/95/37d41c371b045b07ee1d3d3b0052e366.jpg', 'https://salt.tikicdn.com/ts/product/c5/fd/18/0a3c71c7a4d3cd1be5a1afb318ae350a.jpg']",dog,8.0,"Lượng calo: 3,500 kcal/kgHiệu năng đặc biệt:Phục hồi sau phẫu thuật khớp xươngHỗ trợ suy giảm chức năng khớp do béo phìKhông được khuyến khích dùng cho chó con, chó đang mang thai và cho con búNên sử ..."
Golden millet seeds are rich in nutrients for birds and parrots,-12533,2022-07-14,2025-05-09,2026-03-16,166,food,"['https://salt.tikicdn.com/ts/product/2d/58/93/9e276667705bb8ad73fe18cf6e3145a3.jpg', 'https://salt.tikicdn.com/ts/product/0d/7a/06/74e519b5e122c554091b29ac2cd8f3ad.jpg', 'https://salt.tikicdn.com/ts/product/1a/e9/56/29d54848dcbf8b0dbab02d98c345c295.jpg']",cate,0.5,"Hạt kê trộn nhiều chất dinh dưỡng cho chim nhỏ, vẹt, yến phụng..."
Pigeon cereal (full of nutrients),226958,2023-12-15,2024-12-30,2026-11-02,99,food,"['https://salt.tikicdn.com/ts/product/19/8a/84/d44276545a30d9f41f9a131b2f4eba41.png', 'https://salt.tikicdn.com/ts/product/da/4f/87/5487300dba0164db5d478a312480a716.jpg', 'https://salt.tikicdn.com/ts/product/8b/85/99/bcfa46685bcf3d26b12c82e5b25e43cd.jpg']",cate,9.0,"Hạt trộn kèm hạt trái cây nhỏ dành cho các dòng vẹt cockateil, LoveBird, Green check, ngực hồng..."
Royal Canin Hairball Care Cat Food 2kg,277907,2024-07-26,2025-10-29,2027-09-20,57,food,"['https://salt.tikicdn.com/ts/product/01/5e/48/fa705010bcd990fc1f6245dbb3d3edac.png', 'https://salt.tikicdn.com/ts/product/c2/e9/8a/3ff2146e3b5ca7e742cada62e8b2a4de.png', 'https://salt.tikicdn.com/ts/product/9f/e6/8a/020a46f5e04f23b036eee98448b0db9f.png']",rabbit,5.0,"Gói Thức Ăn Ướt Whiskas Cho Mèo Trưởng Thành Từ 1 Tuổi Mèo từ 1-6 tuổi cần có nhiều thời gian vui chơi và chế độ ăn uống cân bằng để luôn giữ được vóc dáng cân đối, khỏe mạnh. Mèo là loài ăn thịt tron..."
Adult Roasted Chicken Flavor Combo 5 packs 400gr/package,-44822,2023-02-26,2024-06-30,2026-01-29,130,food,"['https://salt.tikicdn.com/ts/product/fe/89/2b/eda76072fd57dd16efe2589f672eb319.jpg', 'https://salt.tikicdn.com/ts/product/55/22/25/be5dba55619f250125b7f0b9334626b8.png', 'https://salt.tikicdn.com/ts/product/e2/7d/d7/10d6bc90876327d5963bbf966bea329f.png']",dog,2.0,"Đồ Ăn Cho Mèo Con Whiskas Vị Cá Biển Và Sữa Dạng Túi 1.1 kg dành cho mèo con, mèo con sơ sinh từ 1-12 tháng, mèo mẹ mang thai, cho con bú. Sản phẩm là điểm khởi đầu cơ sở của một cuộc sống khỏe mạnh v..."
